L Carnitine,"  L Carnitine is created in the body from the amino acids lysine and methionine.;Benefits of L-CarnitineEvery serving contains 1000mg of L-Carnitine (2 tablets). L-Carnitine is free from artificial colours  ; preservatives, yeast, gluten  ; starch. No added salt (sodium chloride) or sugar.;Who is L-Carnitine suitable for?L-Carnitine is ideal for anyone looking for an easy-to-consume source of carnitine that can be taken throughout the day.It is recommended to consume 1 serving of L-Carntine daily with meals for best results. L-Carntine should be taken with a healthy balanced diet."
Mega Green Tea Extract,"  Our Mega Green Tea Extract tablets are packed with antioxidants alongside 36mg of caffeine ; helping you shake off sleep, when a normal brew won't cut it.* ;What are the benefits of Mega Green Tea Extract?It made from the leaves of a plant called Camellia Sinensis, making this one amazing natural product.Our advanced extract contains 67.5mg total polyphenols and 4.5mg of EGCG (epigallocatechin gallate) per tablet; ; put simply, each tablet is the equivalent of over eight cups of green tea. A powerful kick-start to any activity, whether that boxercise or weight-lifting.When should you take Mega Green Tea Extract?Simply take one of these super tablets at the beginning of your day, or an hour before you work out ; then let nature do its thing!For even better results, try it with ;My Bar Zero; the perfect diet snack, with 20g high-quality protein per bar, low in sugar and 90% less carbs than a standard protein bar.*Caffeine helps to increase alertness and improve concentration.;Please note that the labelling on this product is provided in English as a minimum. French, Italian, German, Spanish, Danish, Swedish and Finnish may also be present on a product by product basis."
Thermopure,"  Why did we design Thermopure? Thermopure is a formula containing a host of ingredients to support a multiplicity of training goals. When you are working out, whether that be spinning at dawn or attending a gruelling cross-fit session after work, your body requires maximum energy, drive and focus to keep you achieving those all important goals.How did we design Thermopure? Ahead of the curve in innovation, Thermopure provides a unique combination of trusted and popular ingredients. With each serving, your body is provided with 5mg of vitamin B6, 21ug of vitamin B12, 120mcg of Chromium (as Chromium Picolinate), 150mg of caffeine, 375mg of Green Tea Extract, 200mg of L-Tyrosine, 125mg of L-Theanine and a touch of cayenne powder.What are the Key Benefits? 21 mcg of Vitamin B12 and 5mg of Vitamin B6 contain a variety of benefits. Not only will they contribute to the reduction of tiredness and fatigue throughout the day, and support normal energy-yielding metabolism, but will also support the normal function of your immune system.150mg of Caffeine (equivalent to 2 x small cappuccinos) may increase alertness and concentration.Alongside aiding macronutrient metabolism, 120mcg of Chromium will support the maintenance of normal blood glucose levels.Is this Product for me? Thermopure is aimed at any male or female athlete, bodybuilder or sports enthusiast who is looking for a blend of key nutrients and minerals in an easy-to-consume capsule.When should I consume Thermopure? To reap the maximum benefits of Thermopure, we recommend consuming 1 serving (3 capsules) 45-60 minutes before your morning workout with a glass of water or juice. Alternatively, consume anytime throughout the day.Please note that the labelling on this product is provided in English as a minimum. French, Italian, German, Spanish, Danish, Swedish and Finnish may also be present on a product by product basis."
Coconpure (Coconut Oil),"  What is Coconpure (coconut oil)?Coconpure is a multi-purpose organic coconut oil, it is a;saturated fat which is rich in lauric acid and medium chain triglycerides. The coconuts used are 100% organic and have been harvested from specifically farmed palm trees in the bountiful continent of Asia. It has not been hydrogenated, bleached, refined or deodorised.Coconut Oil BenefitsAs a food supplement, it is heat stable so it can be used as a direct substitute for other oils when baking, roasting or frying.Who is Coconpure Suitable for?Ideal for anyone looking for a fat to cook with or looking to increase overall calorie intake.The dietary choices of all our customers are extremely important to us. Whilst this product is manufactured using ingredients and processing aids suitable for the vegan diet, please note that dairy powders are also used within the same production facility and cross contamination may occur at very small levels.Please note that the labelling on this product is provided in English as a minimum. French, Italian, German, Spanish, Danish, Swedish and Finnish may also be present on a product by product basis."
Magnesium Citrate,"  What is Magnesium Citrate?nMagnesium is a mineral that can be found in a number of foods and is most prevalent in green leafy vegetables such as spinach, nuts and grains.nBenefits of MagnesiumnMagnesium contributes to a reduction of tiredness and fatigue and to electrolyte balance. Magnesium contributes to normal energy-yielding metabolism and normal functioning of the nervous system. Magnesium contributes to normal psychological function, muscle function and normal protein synthesis. It also contributes to the maintenance of normal bones and teeth and also has a role in the process of cell division.nWho is Magnesium suitable for?nFor anyone engaged in a long term physical training plan, getting the right dietary balance is absolutely essential. The body requires the right kind of nutrients in order to perform and develop correctly, and whether these come from food or from supplements, they are needed for many purposes. As a dietary supplement we recommend consuming 2g Magnesium Citrate (providing approximately 300mg of Magnesium), daily.nWarnings: Magnesium Citrate can have a laxative affect, so you may need to alter our &lsquo;Suggested Use' to meet your personal needs. If you do experience these affects it is recommended that you reduce your dosage size.nThe dietary choices of all our customers are extremely important to us. Whilst this product is manufactured using ingredients and processing aids suitable for the vegan diet, please note that dairy powders are also used within the same production facility and cross contamination may occur at very small levels.nPlease note that the labelling on this product is provided in English as a minimum. French, Italian, German, Spanish, Danish, Swedish and Finnish may also be present on a product by product basis."
Myprotein Plastic Scoop (Small),"  This is a MyProtein scoop, an ideal measuring tool for use with MyProtein products.Due to different bulk densities of powders they will hold different measure of powders dependant on the product. The actual measures will be listed on the relevant product pages.This scoop has a volume of 5ccPlease note that the labelling on this product is provided in English as a minimum. French, Italian, German, Spanish, Danish, Swedish and Finnish may also be present on a product by product basis."
Green Tea Extract,"  What is Green Tea Extract?Green tea originates in China and is made solely from leaves of the camellia sinesis that have undergone minimal oxidation during processing.Green Tea Extract BenefitsOur Green Tea tablets have a ratio of 20:1 meaning 50mg is equivalent to 1000mg of green tea leaf.Who is Green Tea Extract Suitable for?This is suitable for anyone looking to take green tea in a more concentrated form.Please note that the labelling on this product is provided in English as a minimum. French, Italian, German, Spanish, Danish, Swedish and Finnish may also be present on a product by product basis."
Taurine,"  What is Taurine?Taurine is a naturally occurring amino acid and is found in high concentrations in the white blood cells, skeletal muscles, central nervous system as well as the heart muscles.Taurine BenefitsTaurine is a soluble powder and can be easily mixed with your supplements or mixed with just water.Who is Taurine Suitable for?Taurine is ideal for anyone looking to increase their dietary intake of Taurine. For best results consume 1 (1-3g) serving of Taurine 30 minutes before your workout or prior to bed.Please note that the labelling on this product is provided in English as a minimum. French, Italian, German, Spanish, Danish, Swedish and Finnish may also be present on a product by product basis."
Apple Fibre,"  What is Apple Fibre Powder?Apple fibre is a fine-grained apple fibre made from de-juiced and carefully dried apples, with the typical flavour and taste of apple as well as high content of insoluble and soluble dietary fibre.Apple Fibre Powder BenefitsApple Fibre Powder contains 2g of dietary fibre per 5g serving.Who is Apple Fibre Powder Suitable for?Apple Fibre Powder is ideal for anyone looking to increase dietary fibre intake.Warning: Without drinking enough liquid the product may swell in the throat, causing blockage or choking. Avoid use if you ever had oesophageal narrowing or swallowing difficulties.The dietary choices of all our customers are extremely important to us. Whilst this product is manufactured using ingredients and processing aids suitable for the vegan diet, please note that dairy powders are also used within the same production facility and cross contamination may occur at very small levels.Please note that the labelling on this product is provided in English as a minimum. French, Italian, German, Spanish, Danish, Swedish and Finnish may also be present on a product by product basis."
Inositol,"  What is Inositol?Inositol is found in cell membrane structures.;The dietary choices of all our customers are extremely important to us. Whilst this product is manufactured using ingredients and processing aids suitable for the vegan diet, please note that dairy powders are also used within the same production facility and cross contamination may occur at very small levels.Please note that the labelling on this product is provided in English as a minimum. French, Italian, German, Spanish, Danish, Swedish and Finnish may also be present on a product by product basis."
Alpha Lipoic Acid,"  ;Please note that the labelling on this product is provided in English as a minimum. French, Italian, German, Spanish, Danish, Swedish and Finnish may also be present on a product by product basis."
Pancreatin Plusâ,"  What is Pancreatin Plus&trade;?Pancreatin Plus is a blend of ingredients which include; Betaine, Pancreatin, Bromelain, Papain and Papaya Fruit Powder.Pancreatin Plus BenefitsPancreatin Plus contains 200mg of Betaine HCL in an easy-to-consume tablet.Who is Pancreatin Plus Suitable for?The natural ingredients of Pancreatin Plus are ideal for individuals looking to make the most of their diet by improving the digestive system and making sure the nutrients from food are digested and fully utilised.;* Daily intake in excess of 4 g may significantly increase blood cholesterol levelsPlease note that the labelling on this product is provided in English as a minimum. French, Italian, German, Spanish, Danish, Swedish and Finnish may also be present on a product by product basis."
N Acetyl L Cysteine,"  What is N-Acetyl L-Cysteine?N-Acetyl L-Cysteine;is an altered form of the non essential amino acid L-Cysteine which has been attached to an acetyl group.Benefits of N-Acetyl L-CysteineN-Acetyl L-Cysteine (often abbreviated NAC) is a white soluble powder which can be easily mixed with water or your other supplements. This products is 100% N-Acetyl L-Cysteine with nothing added or taken away from it.Who is N Acetyl L-Cysteine Suitable for?N-Acetyl L-Cysteine is ideal for anyone looking to increase their intake of cysteine in an acetylated form. As a dietary supplement we recommend consuming 500mg 1-3 times a day.Please note that the labelling on this product is provided in English as a minimum. French, Italian, German, Spanish, Danish, Swedish and Finnish may also be present on a product by product basis."
Vitamin E,"  Vitamin E is an essential vitamin that plays a vital role in many of your body functions.What are the benefits of Vitamin E?Vitamin E contributes to the protection of cells from oxidative stress, making it a valuable addition to your diet.Our softgels are a quick and convenient way to make sure you get your daily recommend intake, as they can fit into even the most hectic of schedules.When should you take Vitamin E?Just take one capsule a day.For even better results, try it with ;Vitamin B Complex;; a blend of 8 B vitamins in one convenient tablet, including vitamins B6 and B12 which contribute to the reduction of tiredness and fatigue.;"
Myprotein Pill Box,"  Product specificationThe Myprotein pill box organiser is the perfect supplement accessory designed to efficiently store, organise and dispense all your tablets and capsules for daily use. This unique and intelligently designed pill box is split into five internal compartments to safely store a variety of tablets and capsules for use throughout the day to keep you on top of your RDA.Special FeaturesPerfect accessory for keeping on top of a healthy balanced dietFinished with awesome Myprotein brandingPocket sized, robust, and easy to storeBest forStoring all your daily tablets  ; capsulesLet talk dimensions- Total length ; 126 mm- Total width ; 76 mm- Total height ; 30 mm;;;Please note that the labelling on this product is provided in English as a minimum. French, Italian, German, Spanish, Danish, Swedish and Finnish may also be present on a product by product basis."
Glycine,"  Glycine is a nonessential amino acid which can be found in protein rich food such as meat fish and dairy. It is considered the simplest amino acid in the body and is largely associated with the building of proteins.;;The dietary choices of all our customers are extremely important to us. Whilst this product is manufactured using ingredients and processing aids suitable for the vegan diet, please note that dairy powders are also used within the same production facility and cross contamination may occur at very small levels.Please note that the labelling on this product is provided in English as a minimum. French, Italian, German, Spanish, Danish, Swedish and Finnish may also be present on a product by product basis."
Beta Alanine,"  What is Beta Alanine?Beta Alanine is one of the 20 amino acids required in protein synthesis. Amino acids are the building blocks of proteins whereby Beta alanine is a non-essential amino acid and the only naturally occurring beta-amino acid.Benefits of Beta AlanineBeta Alanine works with L-Histidine to help increase Carnosine concentration in the skeletal muscle. Beta alanine can cause a tingling and flushing effect on the skin which some individuals find to give a motivating effect. Beta alanine can be taking within loading and maintenance phases whereby consumption can be spaced throughout the day.Who is Beta Alanine Suitable for?Beta alanine is ideal for anyone participating in sports looking to increase ability and performance within prolonged exercise that requires explosive actions such as sprinting, weight training or boxing and those involved in prolonged endurance exercise.Warnings: Beta Alanine can cause a tingling and flushing effect on the skin. This is a perfectly normal reaction by the body and not harmful.Please note that the labelling on this product is provided in English as a minimum. French, Italian, German, Spanish, Danish, Swedish and Finnish may also be present on a product by product basis."
CLA,"  CLA: Your Fix of Omega-6 nConjugated Linoleic Acid (CLA) is an extremely popular supplement in the sports nutrition and health industry. It a naturally occurring omega-6 fatty acid, which plays a fundamental role in everyday health ; and our softgels deliver 1000mg per serving.nCLA cannot be produced by the body and so must be consumed through your diet, making our supplement perfect for you.nWhat are the benefits of CLA?nCLA is primarily found in dairy and meat sources, such as milk, cheese and beef, and to get enough of it into your diet can be expensive, and not to mention time consuming shopping for food, preparing and cooking meals. Plus, eating excessive food to make sure you're getting enough CLA can also lead to you adding unwanted and unnecessary calories to your daily diet.nOur softgels deliver a quick and convenient source of CLA into your diet, allowing you to integrate them into your training programme as you push for progress.nWhen should you take CLA?nSimply take 1-2 softgels with every meal, 1-3 times per day for best results.nUpgrade your gains: how to maximise resultsnCLA softgels are an ideal way to conjugated linoleic acid into your diet, without the hassle of buying, preparing, and cooking the foods it contained in.nTo ensure you're also getting the protein your body needs, add Total Protein ; our seven-blend formula delivers 24g of protein, with only 1.4g of fat, and just 1.2g of carbs per serving to support all of your training goals.nPlease note that the labelling on this product is provided in English as a minimum. French, Italian, German, Spanish, Danish, Swedish and Finnish may also be present on a product by product basis."
Alpha Men,"  Vitamins and minerals are what keep your body in peak condition, especially when training hard, but leading a hectic lifestyle can sometimes get in the way.nOur Alpha Men delivers an ultra-formula of essential vitamins and minerals including calcium, vitamin D, selenium, vitamin B5 (pantothenic acid), and biotin ; boasting great health benefits for everyday wellbeing.nWhat are the benefits of Alpha Men?nPacked with a whole host of essential vitamins and minerals, this is the perfect daily supplement for the active man ; whatever your fitness goals.nOur formula includes:nCalcium ; contributes to normal energy yielding metabolism, normal muscle function, neurotransmission, and needed for the maintenance of normal bones.nVitamin D ; contributes to normal blood calcium levels.nSelenium ; contributes to the normal function of both the immune system and thyroid function, alongside protecting the body cells from oxidative stress.nVitamin B5 ; contributes to the reduction of tiredness and fatigue.nBiotin ; contributes to normal psychological function.nWhen should you take Alpha Men?nWe recommend consuming 1 tablet in the morning and 1 in the evening, preferably with meals to get the most out of this daily vitamin and mineral boost.nFor even better results, try it with ;nHurricane XS ; our unique all-in-one formula packs in 30g of high-quality protein per serving, combining whey protein concentrate and isolate, carbohydrates, creatine monohydrate, and HMB.nPlease note that the labelling on this product is provided in English as a minimum. French, Italian, German, Spanish, Danish, Swedish and Finnish may also be present on a product by product basis."
Natural Nuts (Whole Almonds),"  These Whole Almonds are 100% natural with no added salt or flavourings and are the perfect choice for a healthy and nutritious snack.Benefits of Whole Almonds:Almonds are a high source of protein;and can make a valuable addition to anyone's diet.;The dietary choices of all our customers are extremely important to us. Whilst this product is manufactured using ingredients and processing aids suitable for the vegan diet, please note that dairy powders are also used within the same production facility and cross contamination may occur at very small levels.Please note that the labelling on this product is provided in English as a minimum. French, Italian, German, Spanish, Danish, Swedish and Finnish may also be present on a product by product basis."
FlavDrops,"  FlavDrops: Big Taste, Favourite FlavoursnCutting fat and sugar from your diet shouldn't mean your meals are bland and boring. Our unique FlavDrops allow you to naturally flavour a huge range of food and drinks.nWe've created something that'll work wonders on unflavoured powders and bring morning porridge to life ; all without the calories.nWhether you're a dedicated weight lifter trying to gain size, or a runner trying to beat your personal best, Flavdrops make your shakes taste great and make pushing towards your goals that bit sweeter.nWhat are the benefits of FlavDrops?nFlavDrops are the perfect way to keep what you eat interesting, which we know can be hard while you're dieting ;whether your goals are weight-loss, mass-gain, or simply staying healthy.nThey come in a huge variety of sweet flavours and contain zero calories, making them ideal for satisfying your sweet-tooth cravings, without the extra sugar, fat, or carbohydrates.nOur easy to use one-by-one droplet system also lets you control exactly how much of your favourite flavour you add to smoothies, powders, coffees and everything in-between.nWhen should you use FlavDrops?nAnytime! FlavDrops can flavour a variety of foods, drinks and supplements whenever and wherever you want. They're great for at home, in the office, or even in the gym changing rooms.nPlease note, product comes with either pipette dropper or squeezable top.nUpgrade your gains: how to maximise resultsnFlavDrops are the zero-calorie taste enhancer that make smoothies, shakes, porridge, and drinks taste delicious. Coming in a range of flavours, there always something to match your mood.nAnd to get you fuelled for the day in a tasty way, why not try it with our Instant Oats? They're our milled Scottish oats with 11g of protein per serving, high fibre and low sugar content ; perfect for breakfast and smoothies.n* All flavour variants, except Strawberry and Raspberry, are vegan friendlynPlease note that the labelling on this product is provided in English as a minimum. French, Italian, German, Spanish, Danish, Swedish and Finnish may also be present on a product by product basis"
Natural Nuts (Cashews),"  Cashew Nuts are an extremely tasty and nutritious snack and a source of protein and fibre.Benefits of cashews:Cashew Nuts contain Vitamin B6 (0.49mg/100g - 35% RI), Folate (67&micro;g/100g - 33.5% RI), Pantothenic Acid (1.06mg/100g - 18% of the RI) and Biotin (12.7&micro;g/100g - 25% RI). Cashew Nuts are also a fantastic source of essential minerals; high in iron (6.2&micro;g/100g - 44% RI), magnesium (270mg/100g - 72% RI), selenium (29&micro;g/100g - 53% RI), phosphorous (560mg/100g - 80% RI) and copper (2.11mg/100g - 211% RI).These Cashew Nuts are 100% natural with no added salt or flavourings and are the perfect choice for a healthy and nutritious snack.Suitable for:Ideal for individuals to add a delicious source of;protein and calorie dense snack to their diet.The dietary choices of all our customers are extremely important to us. Whilst this product is manufactured using ingredients and processing aids suitable for the vegan diet, please note that dairy powders are also used within the same production facility and cross contamination may occur at very small levels.Please note that the labelling on this product is provided in English as a minimum. French, Italian, German, Spanish, Danish, Swedish and Finnish may also be present on a product by product basis."
Natural Nuts (Walnut Halves),"  These Walnut Halves are 100% natural with no added salt or flavourings and are the perfect choice for a healthy and nutritious snack. Plus, they contain high levels of dietary fibre.Suitable for:Ideal for individuals to add a delicious,;calorie dense snack to their diet.The dietary choices of all our customers are extremely important to us. Whilst this product is manufactured using ingredients and processing aids suitable for the vegan diet, please note that dairy powders are also used within the same production facility and cross contamination may occur at very small levels.Please note that the labelling on this product is provided in English as a minimum. French, Italian, German, Spanish, Danish, Swedish and Finnish may also be present on a product by product basis."
L Carnosine,"  What is L-Carnosine?L-Carnosine is a dipeptide.Benefits of L-CarnosineEach serving provides 500mg of L-Carnosine in an easy-to-consume tablet.Who is L-Carnosine suitable for?L-Carnosine tablets should be consumed 1-2 times per day with meals.;;Please note that the labelling on this product is provided in English as a minimum. French, Italian, German, Spanish, Danish, Swedish and Finnish may also be present on a product by product basis."
Glucosamine HCL,"  What is Glucosamine HCL?Glucosamine is a naturally occurring nutrient and is a major component of cartilage which is the body tissue used to absorb impact and cushion our joints when we move.Benefits of Glucosamine HCLEach tablet is excellent value for money containing 500mg of Glucosamine HCL.;Who is Glucosamine HCL Suitable for?Glucosamine HCL is particularly important for those who are physically active and exercise on a regular basis.Please note that the labelling on this product is provided in English as a minimum. French, Italian, German, Spanish, Danish, Swedish and Finnish may also be present on a product by product basis."
Vitamin D3,"  It not always easy to get your daily requirement of vitamin D as it mainly comes from exposure to the sun, and isn't present in many foods.Our convenient softgel capsules are a weather-proof way to get all the great health benefits of vitamin D.What are the benefits of Vitamin D3?Each capsule is packed with 2500iu of vitamin D, which contributes to the normal function of the immune system, keeping you fighting fit to return to the gym.*Vitamin D also contributes to the maintenance of normal bones, teeth and muscle function ; making this an ideal everyday supplement.**When should you take Vitamin D3?Just take one capsule a day with a meal, whatever the forecast. ;For even better results, try it with ;Vitamin B Complex; a blend of 8 B vitamins in one convenient tablet, including vitamins B6 and B12 which contribute to the reduction of tiredness and fatigue.;;**Vitamin D contributes to the normal function of the immune system;** contributes to the maintenance of normal bones** contributes to the maintenance of normal muscle function** contributes to the maintenance of normal teeth;."
Kre-AlkalynÂ®,"  What is Kre-Alkalyn&reg;?Kre-Alkalyn&reg;is a correct pH form of Creatine.Benefits of Kre-Alkalyn&reg;Creatine increases physical performance in successive bursts of short-term, high intensity exercise.Who is Kre-Alkalyn&reg;suitable for?Any athlete involved in high intensity, explosive sports can utilise creatine supplementation. Kre-Alkalyn&reg;signed to be taken before and/or after exercise.Warning: Not recommend for use if you have suffered from kidney or liver dysfunction (not an exhaustive list). Please consult your doctor before use if you are unsure. Not recommended for pregnant women or if you are under 18 years of age. As with all creatine products please drink plenty of water.Kre-Alkalyn&reg;is a registered trademark of All American Pharmaceutical  ; Natural Foods Corporation. Kre-Alkalyn&reg;is a multi-patented product (US Patent #6,399,661, Australian patent #AU2003203344, New Zealand patent #519305). International patents pending. All rights reserved.Please note that the labelling on this product is provided in English as a minimum. French, Italian, German, Spanish, Danish, Swedish and Finnish may also be present on a product by product basis."
Glucosamine HCL & Chondroitin,"  What is Glucosamine HCL and Chondroitin?Glucosamine is a naturally occurring nutrient and is a major component of cartilage which is the body tissue used to absorb impact and cushion our joints when we move.Benefits of Glucosamine HCL and ChondroitinEach tablet contains 500mg of Glucosamine and Chondroitin 400mg of Chondroitin Sulphate.Please note that the labelling on this product is provided in English as a minimum. French, Italian, German, Spanish, Danish, Swedish and Finnish may also be present on a product by product basis.;"
Active Womanâ Multivitamin,"  What is Active Woman&trade; Multivitamin?nActive Woman is a comprehensive multivitamin, developed specifically for women's unique nutritional needs.nIt's a great way to boost your vitamin and mineral intake and fill any shortfalls in your normal diet.nWho is Active Woman&trade; Multivitamin suitable for?nFor anyone engaged in a long term physical training plan, getting the right dietary balance is absolutely essential. The body requires the right kind of nutrients in order to perform and develop correctly, and whether these come from food or from supplements, they are needed for many purposes. As a food supplement take 1 tablet in the morning and 1 tablet in the evening.nPlease note that the labelling on this product is provided in English as a minimum. French, Italian, German, Spanish, Danish, Swedish and Finnish may also be present on a product by product basis."
Virtue Bar,"  What is Virtue Bar?Virtue Bar is a delicious, yoghurt drenched cereal bar, perfect for those tempting moments in-between meals. The protein and fibre content contain less than 95 calories per bar.Benefits of Virtue BarProtein contributes to a growth in muscle mass and contributes to the maintenance of muscle mass. Virtue Bar contains a;source of calcium,;Calcium is needed for the maintenance of normal bones and for the maintenance of normal teeth.Who is Virtue Bar suitable for?Available in a variety of delicious flavours, you can now satisfy your hunger without compromising your daily calorie intake. As a quick and convenient snack, Virtue Bar can help support an active and balanced lifestyle.Please note that the labelling on this product is provided in English as a minimum. French, Italian, German, Spanish, Danish, Swedish and Finnish may also be present on a product by product basis."
Total Breakfast,"  Our Total Breakfast is packed full of nutrients you need to spring into action. It a hard-hitting protein blend, with ground oats and activated barley, alongside essential fatty acids.And it doesn't stop there ; we've added;vitamins, minerals, caffeine and colostrum to this powerful shake.;Find it hard getting out of bed and into your trainers? This one for you.;;What are the benefits of Total Breakfast?Total Breakfast provides a huge 27g of protein per serving, which contributes to growth and maintenance of muscle mass. Containing vitamins A, B6, B12, C, D, E and minerals zinc, iron and magnesium,;this breakfast choice is a one-hit wonder for your daily intake.It a quick and convenient breakfast solution for those with hectic lifestyles,;simply mix and have on the way to the gym, track or office.The added Chocamine&reg; Plus also provides a 20mg kick of caffeine to help you start the day right.*When should you take Total Breakfast?The clue in the name. This is ideal for a quick, nutritious breakfast!For even better results, try it with ;Protein Noodles ; the perfect protein snack to meet daily requirements, with over 13g of protein and less than half the amount of fat as your regular pot.;*Caffeine can increase;alertness and improve;concentration;Please note that the labelling on this product is provided in English as a minimum. French, Italian, German, Spanish, Danish, Swedish and Finnish may also be present on a product by product basis.;"
D Aspartic Acid,"  What is D Aspartic Acid?D Aspartic Acid is an amino acid that is formed principally in the pituitary gland, hypothalamus, and testes.D Aspartic Acid BenefitsThis product is 100% D Aspartic Acid with nothing added or taken away.Who is D Aspartic Acid Suitable For?D Aspartic Acid would be ideal for anyone partaking in heavy resistance based training.The dietary choices of all our customers are extremely important to us. Whilst this product is manufactured using ingredients and processing aids suitable for the vegan diet, please note that dairy powders are also used within the same production facility and cross contamination may occur at very small levels.Please note that the labelling on this product is provided in English as a minimum. French, Italian, German, Spanish, Danish, Swedish and Finnish may also be present on a product by product basis."
Chromium Picolinate,"  What is Chromium Picolinate?Chromium is a trace mineral naturally found in wholegrain foods, eggs and meat.Chromium Picolinate BenefitsChromium contributes to normal macronutrient metabolism and the maintenance of normal blood glucose levels.Who is Chromium Picolinate Suitable for?Chromium Picolinate is recommended for anyone wanting to help with the maintenance of normal blood glucose levels.Please note that the labelling on this product is provided in English as a minimum. French, Italian, German, Spanish, Danish, Swedish and Finnish may also be present on a product by product basis."
Impact Diet Whey,"  Impact Diet Whey: Formulated for Weight LossnWhen setting off on your weight-loss journey, it important to keep track of nutritionals to make sure you're giving your body what it needs, while achieving that all-important calorie deficit.nSo, we've created a delicious shake packed with 35g of protein per serving to achieve your fitness goals. It super convenient, and cuts out many unnecessary carbs and fats.nWhat are the benefits of Impact Diet Whey?nEach serving delivers high-quality protein, which contributes to the growth and maintenance of muscle mass.nPlus, we've added some key diet ingredients, including green tea extract, inulin, and CLA ; to help you achieve your weight-loss goals. Impact Diet Whey also contains Digezyme&reg;, a specially formulated blend of enzymes that break protein down into amino acids while being digested to form the building blocks of muscle in the body.nDid you know? We've also included 48mg of choline, which contributes to normal lipid metabolism, and 1.1g of glutamine, an amino acid that helps to form the building blocks of new protein. Protein plays a role in the formation of muscle tissue, helping your body to look shaped and toned ; making it a vital nutritional in your weight-loss journey.nThere simply not another diet protein powder out there that delivers the same outstanding quality and value. And that because it created in our own state-of-the-art production facility, where we develop superior products in-house and deliver direct ; cutting out the costs to pass the savings onto you.nWhen should you take Impact Diet Whey?nYou can enjoy it any time of the day as a healthy and nutritious snack, as well as for making sure you're getting the daily protein you need.nAnd, we've got a range of delicious flavours to suit every taste ; from classic Chocolate to scrumptiously sweet Cookies  ; Cream.nUpgrade your gains: how to maximise resultsnImpact Diet Whey is ideal to support you on your weight-loss journey to get the protein you need, while cutting out unnecessary fats and carbohydrates. To get your essential amino acids in a convenient way, top up your Impact Diet Whey with BCAA ; the ultimate branch-chain amino supplement, containing an optimal 2:1:1 ratio of leucine, isoleucine, and valine ; the building blocks of new protein. Super important whatever your fitness ambitions.nPlease note that the labelling on this product is provided in English as a minimum. French, Italian, German, Spanish, Danish, Swedish and Finnish may also be present on a product by product basis."
Creatine Gluconate,"  What is Creatine Gluconate?nCreatine Gluconate is a molecule of creatine bonded to a molecule of glucose. When these two molecules are combined, the result is a form of creatine that is absorbed in much the same way as glucose. This means an advanced amount of creatine can arrive at your muscle, increasing all the usual benefits of normal creatine.nCreatine Gluconate BenefitsnCreatine increases physical performance in successive bursts of short-term, high intensity exercise. With Creatine Gluconate, the glucose molecules act as your transportation system giving you an increased absorption of creatine in to the muscle.nWho is Creatine Gluconate Suitable for?nCreatine Gluconate is ideal for anyone taking part in successive bouts of short-term, high intensity exercise, and is looking to increase overall performance and recovery.nThe dietary choices of all our customers are extremely important to us. Whilst this product is manufactured using ingredients and processing aids suitable for the vegan diet, please note that dairy powders are also used within the same production facility and cross contamination may occur at very small levels.nPlease note that the labelling on this product is provided in English as a minimum. French, Italian, German, Spanish, Danish, Swedish and Finnish may also be present on a product by product basis."
Antarctic Krill Oil,"  What is Antarctic Krill Oil?Antarctic Krill Oil is extracted from the Antarctic krill species Euphausia Superba which is a trademark of Superba&trade;. The oil is in a phospholipid form and rich in the Omega 3 fatty acids Eicosapentanoic acid (EPA) and Docosahexanoic acid (DHA) and contains the antioxidant Astaxanthin.Superba&trade; trademark - Krill oil extracted from Antarctic Krill,Euphausia superba.The oil is rich in omega-3 fatty acids, most of which are attached to phospholipids. Superba&trade; Krill Oil also contains the antioxidant Astaxanthin.The advanced extraction process of Antarctic Krill Oil is performed with the complete absence of Hexane, a chemical often used in lesser quality Krill supplements. Our krill oil is produced through a unique and environmentally responsible process, meaning superior quality oil with a minimal impact on the natural resource.The Eco-Harvesting&reg; is a trademark of Aker BioMarine, this is an environmentally friendly technology developed for catching Krill without by-catch and minimal impact to the environment.Antarctic Krill Oil BenefitsEPA and DHA contribute to the normal function of the heart, maintenance of normal blood triglyceride levels, and the maintenance of normal blood pressure.Who is Antarctic Krill Oil Suitable for?As the current Western diet is particularly low in the healthier phospholipid fatty acids, Antarctic Krill Oil offer an easy and effective way of increasing daily consumption and is suitable for anyone looking to increase omega 3 intake.Eco-Harvesting&reg; is a trademark of Aker BioMarinePlease note that the labelling on this product is provided in English as a minimum. French, Italian, German, Spanish, Danish, Swedish and Finnish may also be present on a product by product basis."
